kernel,shape_tag,M,N,K,dtype,BM,BN,BK,stages,warps,group_m,flatten,ws,num_sms,ms,tflops
ws,"n,n//8,n",2048,256,2048,bf16,64,128,64,5,8,8,0,0,0,0.022220799973920773,96.64294942217983
persistent,"n,n//8,n",2048,256,2048,bf16,64,128,64,5,8,8,1,132,1,0.5119620002806187,4.194615316806545
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,4,8,0,0,0,0.03506672947722323,61.23991829334547
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,4,8,1,132,0,0.0031067586688581727,691.2296309095888
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,4,8,0,0,0,0.035113035361556445,61.15915715880193
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,4,8,1,132,1,0.714848001797994,3.004112262465061
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,8,8,0,0,0,0.036025223486563736,59.61055727526418
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,8,8,1,132,0,0.003092313098275791,694.4586721174488
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,8,8,0,0,0,0.0357268572385822,60.10838383178261
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,2,8,8,1,132,1,1.0543680042028427,2.036749635269528
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,4,8,0,0,0,0.02363948946065725,90.84306374611074
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,4,8,1,132,0,0.003107310373111275,691.1069028002428
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,4,8,0,0,0,0.02387948936604439,89.93004896719566
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,4,8,1,132,1,0.6087154277733394,3.5278942343476043
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,8,8,0,0,0,0.02435027942141538,88.19133492617539
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,8,8,1,132,0,0.0031059310683209836,691.4138146539404
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,8,8,0,0,0,0.02407569896870403,89.19714649994218
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,3,8,8,1,132,1,0.5857508565698352,3.6662065858096957
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,4,8,0,0,0,0.020220701112267897,106.20223483235809
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,4,8,1,132,0,0.003106782650170119,691.2242952954593
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,4,8,0,0,0,0.01998977318943776,107.42911526053194
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,4,8,1,132,1,0.5380740016698837,3.9910563255897884
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,8,8,0,0,0,0.020578639101736323,104.354988557956
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,8,8,1,132,0,0.0031175172851613626,688.8441832292347
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,8,8,0,0,0,0.020559835026866383,104.45043188302799
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,4,8,8,1,132,1,0.5312899984419346,4.042017832629502
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,4,8,0,0,0,0.018245171736737693,117.70147625828697
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,4,8,1,132,0,0.0031056695961919818,691.4720260755163
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,4,8,0,0,0,0.018484897987574946,116.17503377316342
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,8,8,0,0,0,0.018577632684336633,115.59511830646801
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,8,8,1,132,0,0.0030970435225121354,693.3979559506126
ws,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,8,8,0,0,0,0.01888555103950963,113.71040450486957
persistent,"n,n//8,n",2048,256,2048,bf16,128,64,64,5,8,8,1,132,1,0.5114539973437786,4.198781628754284
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,4,8,0,0,0,0.03737021686441927,57.465110673324745
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,4,8,1,132,0,0.003098902702578797,692.9819533259113
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,4,8,0,0,0,0.03706602420074394,57.936714128538725
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,4,8,1,132,1,0.4927491738515742,4.35816793200117
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,8,8,0,0,0,0.04650846747802449,46.17403592183934
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,8,8,1,132,0,0.0030962759026743726,693.5698611823111
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,8,8,0,0,0,0.04659073677306112,46.09250243154945
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,2,8,8,1,132,1,0.6566276917090783,3.2704737785433693
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,4,8,0,0,0,0.024910107555408633,86.20932861181987
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,4,8,1,132,0,0.0031059478753772767,691.4100732418592
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,4,8,0,0,0,0.024974795619166025,85.98603491081182
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,4,8,1,132,1,0.4052879989147186,5.298660838096706
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,8,8,0,0,0,0.029271730315986642,73.36374122124103
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,8,8,1,132,0,0.003096486998559988,693.5225786508003
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,8,8,0,0,0,0.029225348379839672,73.48017276267558
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,3,8,8,1,132,1,0.39458079636096954,5.4424433925959335
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,4,8,0,0,0,0.021129999891854823,101.63197628921003
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,4,8,1,132,0,0.003098434827330968,693.086596192785
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,4,8,0,0,0,0.02109533336867268,101.79899082273285
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,4,8,1,132,1,0.3493231327637382,6.147556364245801
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,8,8,0,0,0,0.025617043447235355,83.83026918868583
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,8,8,1,132,0,0.003107142890387747,691.1441551798125
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,8,8,0,0,0,0.02569495651708997,83.57607636236658
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,4,8,8,1,132,1,0.3530967289751226,6.0818565332880805
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,4,8,0,0,0,0.020368494823114158,105.431631873114
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,4,8,1,132,0,0.003106504381107895,691.2862125866783
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,4,8,0,0,0,0.01996008239532869,107.58891699277659
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,8,8,0,0,0,0.02587582612329203,82.99188739975921
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,8,8,1,132,0,0.0030976000444396684,693.2733784837168
ws,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,8,8,0,0,0,0.025713391318593338,83.51615784134843
persistent,"n,n//8,n",2048,256,2048,bf16,128,128,64,5,8,8,1,132,1,0.3527767292477868,6.087373315635083
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,4,8,0,0,0,0.041977999778464434,51.15736002985313
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,4,8,1,132,0,0.0031012174450670894,692.4647129842077
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,4,8,0,0,0,0.04184480011463165,51.32020327775686
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,4,8,1,132,1,0.45498133367962307,4.719937916205062
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,8,8,0,0,0,0.04289255715623687,50.066580087024285
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,8,8,1,132,0,0.0031056991588752883,691.4654440572727
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,8,8,0,0,0,0.04320810141065453,49.700949078740585
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,2,8,8,1,132,1,0.7899636409499429,2.7184588463054067
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,4,8,0,0,0,0.027270329624905693,78.74799012472246
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,4,8,1,132,0,0.0031017739609207795,692.340471954477
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,4,8,0,0,0,0.027002373628400186,79.52943980233461
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,4,8,1,132,1,0.3848899021035149,5.579475159684603
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,8,8,0,0,0,0.027721846066824683,77.4653911151299
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,8,8,1,132,0,0.0031154087319484225,689.3104028301711
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,8,8,0,0,0,0.027537422192593416,77.9841930366887
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,3,8,8,1,132,1,0.43148631484884964,4.9769449785499384
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,4,8,0,0,0,0.022664084226677293,94.75272093598443
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,4,8,1,132,0,0.003119304383416539,688.4495336257905
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,4,8,0,0,0,0.02261827366524621,94.94463104404319
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,4,8,1,132,1,0.3672581829807975,5.847340501905941
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,8,8,0,0,0,0.023670365633342856,90.72456595157043
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,8,8,1,132,0,0.0031120695922847675,690.0500083044083
ws,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,8,8,0,0,0,0.023371478218747223,91.88480197531601
persistent,"n,n//8,n",2048,256,2048,bf16,256,64,64,4,8,8,1,132,1,0.39401919990777967,5.45020051942296
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,4,8,0,0,0,0.12192933323482673,17.612526789301047
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,4,8,1,132,0,0.003109286998844017,690.6675545867589
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,4,8,0,0,0,0.12199466675519943,17.603094505018383
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,4,8,1,132,1,0.3447693923245306,6.22875375775405
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,8,8,0,0,0,0.06075108562197004,35.348893373905135
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,8,8,1,132,0,0.0031075862433022723,691.045551069881
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,8,8,0,0,0,0.06119884048467097,35.09026692324178
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,2,8,8,1,132,1,0.5343599952757359,4.01879569388774
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,4,8,0,0,0,0.1056422641817129,20.327883585552097
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,4,8,1,132,0,0.0031020690020623393,692.2746227025559
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,4,8,0,0,0,0.1057171326763225,20.313487451225324
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,4,8,1,132,1,0.3279320014019807,6.548563845001524
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,8,8,0,0,0,0.036114285877417954,59.46355011114337
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,8,8,1,132,0,0.0031078621094789483,690.984211123845
ws,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,8,8,0,0,0,0.0361238093603225,59.447873467042015
persistent,"n,n//8,n",2048,256,2048,bf16,256,128,64,3,8,8,1,132,1,0.3393391293028127,6.328429180602015
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,4,8,0,0,0,0.08495775453354183,202.2166108123454
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,4,8,1,132,0,0.0030986667087857136,5544.277845464813
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,4,8,0,0,0,0.08473057640811145,202.75879041884264
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,4,8,1,132,1,11.159423828125,1.5394942829128615
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,8,8,0,0,0,0.08855834462005517,193.9949223046949
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,8,8,1,132,0,0.0030967652655975973,5547.682084545959
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,8,8,0,0,0,0.08854510326837671,194.02393299975603
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,2,8,8,1,132,1,14.699711799621582,1.1687214972774
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,4,8,0,0,0,0.08572366088628769,200.4098869131251
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,4,8,1,132,0,0.0031179130664500203,5510.053942447016
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,4,8,0,0,0,0.08554413573721707,200.83047231635865
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,4,8,1,132,1,8.9683198928833,1.9156173496479392
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,8,8,0,0,0,0.08785103415620737,195.55682353667666
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,8,8,1,132,0,0.00310038266217579,5541.209281548328
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,8,8,0,0,0,0.08814179319246061,194.91172758973906
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,3,8,8,1,132,1,9.784704208374023,1.7557883016327656
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,4,8,0,0,0,0.09113992985926177,188.4999166724085
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,4,8,1,132,0,0.003120695682161528,5505.140819145968
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,4,8,0,0,0,0.090725053167134,189.36190814185784
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,4,8,1,132,1,8.701567649841309,1.9743418514149356
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,8,8,0,0,0,0.0971234912222082,176.88685783230642
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,8,8,1,132,0,0.003100660913016485,5540.712017840907
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,8,8,0,0,0,0.0971083634278991,176.9144137286969
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,4,8,8,1,132,1,10.390591621398926,1.6534062553876991
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,4,8,0,0,0,0.10783446107346278,159.3170588787579
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,4,8,1,132,0,0.0031178761562085256,5510.119171921015
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,4,8,0,0,0,0.10783569228190643,159.31523988447174
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,4,8,1,132,1,9.091744422912598,1.8896119803702447
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,8,8,0,0,0,0.11972733400762081,143.4916205760205
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,8,8,1,132,0,0.0030967017937974448,5547.795793062965
ws,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,8,8,0,0,0,0.11942866708462437,143.85046407515162
persistent,"n,n,n//8",4096,4096,512,bf16,64,64,64,5,8,8,1,132,1,10.898783683776855,1.5763106858954101
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,4,8,0,0,0,0.0653239402975609,262.9949924291611
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,4,8,1,132,0,0.0030950956977903845,5550.67463544499
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,4,8,0,0,0,0.06523605936498784,263.3492787766458
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,4,8,1,132,1,8.384960174560547,2.0488909698250763
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,8,8,0,0,0,0.06829735407462487,251.5451647691721
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,8,8,1,132,0,0.003106782650170119,5529.794362363675
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,8,8,0,0,0,0.06799854530077992,252.6505399197555
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,2,8,8,1,132,1,7.978079795837402,2.1533839750466863
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,4,8,0,0,0,0.0671335756778717,255.90576712961766
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,4,8,1,132,0,0.0031101217817353166,5523.857388765773
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,4,8,0,0,0,0.06710012110345291,256.03335584912884
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,4,8,1,132,1,7.715583801269531,2.2266454005947294
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,8,8,0,0,0,0.07215099968016148,238.10992585212577
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,8,8,1,132,0,0.003112421107576474,5519.776595197724
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,8,8,0,0,0,0.07227500039152801,237.70140561650973
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,3,8,8,1,132,1,5.247231960296631,3.2740822807133543
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,4,8,0,0,0,0.07218650041613728,237.99282532000186
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,4,8,1,132,0,0.0030995862446083077,5542.63305751991
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,4,8,0,0,0,0.07181399990804493,239.2272983819055
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,4,8,1,132,1,7.240575790405273,2.3727214079805106
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,8,8,0,0,0,0.07988668856073598,215.0529643113013
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,8,8,1,132,0,0.0031204174110746902,5505.631753952799
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,8,8,0,0,0,0.08006399992059489,214.57670365006103
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,4,8,8,1,132,1,5.753727912902832,2.9858675008725823
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,4,8,0,0,0,0.10184177783904252,168.691764308673
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,4,8,1,132,0,0.0031006609150410996,5540.712014223032
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,4,8,0,0,0,0.10151366017899423,169.23701848310415
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,4,8,1,132,1,7.053919792175293,2.435506738119864
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,8,8,0,0,0,0.1267989788283693,135.489018466419
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,8,8,1,132,0,0.0031293217639398315,5489.965711410405
ws,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,8,8,0,0,0,0.12718978809549453,135.072708597496
persistent,"n,n,n//8",4096,4096,512,bf16,64,128,64,5,8,8,1,132,1,6.1561279296875,2.7906939849562367
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,4,8,0,0,0,0.06481814929353658,265.0472031560011
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,4,8,1,132,0,0.003103443516580307,5535.744115275713
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,4,8,0,0,0,0.06468298475244152,265.60105798691563
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,4,8,1,132,1,5.958303928375244,2.883348917832853
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,8,8,0,0,0,0.06474459660587026,265.3483083473616
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,8,8,1,132,0,0.0031042783055454494,5534.255467143544
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,8,8,0,0,0,0.06498961195127288,264.3479268176107
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,2,8,8,1,132,1,7.984896183013916,2.1515457170935215
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,4,8,0,0,0,0.06737066703763875,255.0051816230634
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,4,8,1,132,0,0.003113739160091981,5517.440061836298
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,4,8,0,0,0,0.06756121236266512,254.2859813080225
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,4,8,1,132,1,5.6075520515441895,3.0637021334949646
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,8,8,0,0,0,0.06860557582342264,250.4150570533455
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,8,8,1,132,0,0.0031148522019224323,5515.468494266561
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,8,8,0,0,0,0.06845139429876299,250.97909779626596
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,3,8,8,1,132,1,5.327295780181885,3.2248761647346424
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,4,8,0,0,0,0.07292596830262078,235.57958274491088
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,4,8,1,132,0,0.0031104000406744687,5523.363219952461
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,4,8,0,0,0,0.07336349983233958,234.17461303320877
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,4,8,1,132,1,5.013408184051514,3.426784445490001
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,8,8,0,0,0,0.07550374560412906,227.53664797075294
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,8,8,1,132,0,0.0031084522159527178,5526.824281175091
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,8,8,0,0,0,0.07551122576959672,227.51410811976484
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,4,8,8,1,132,1,5.795680046081543,2.9642542458180214
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,4,8,0,0,0,0.10441479227452907,164.53482126201436
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,4,8,1,132,0,0.003097600050513511,5546.187016994647
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,4,8,0,0,0,0.1042819617773002,164.74439961810984
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,8,8,0,0,0,0.10876061509434994,157.9603900648819
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,8,8,1,132,0,0.003098156564342587,5545.19076980394
ws,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,8,8,0,0,0,0.10845169281730285,158.41033678414883
persistent,"n,n,n//8",4096,4096,512,bf16,128,64,64,5,8,8,1,132,1,6.133312225341797,2.801075267783649
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,4,8,0,0,0,0.05083502698186282,337.95337986403587
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,4,8,1,132,0,0.003103165265739612,5536.240487631692
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,4,8,0,0,0,0.05096951388829463,337.0616643833723
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,4,8,1,132,1,4.310559988021851,3.985530704070767
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,8,8,0,0,0,0.061152463805848274,280.93502885744755
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,8,8,1,132,0,0.0031053793500177562,5532.29323944006
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,8,8,0,0,0,0.0613439999630346,280.0578572370965
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,2,8,8,1,132,1,4.86899209022522,3.5284241308359428
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,4,8,0,0,0,0.053678465624378155,320.05142069854054
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,4,8,1,132,0,0.003110121771612245,5523.857406745263
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,4,8,0,0,0,0.053455999897172056,321.38336607765626
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,4,8,1,132,1,4.159456014633179,4.130316349916994
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,8,8,0,0,0,0.05412888904619548,317.3881726879357
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,8,8,1,132,0,0.003124689691346781,5498.104093848518
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,8,8,0,0,0,0.054039555550035506,317.91285122789486
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,3,8,8,1,132,1,3.745967984199524,4.5862295824376
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,4,8,0,0,0,0.06783418188040907,253.26271663875775
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,4,8,1,132,0,0.0030903652695048116,5559.171064187127
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,4,8,0,0,0,0.06821672731276715,251.84247120551456
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,4,8,1,132,1,3.3651840686798096,5.105179637540543
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,8,8,0,0,0,0.0779488523964022,220.39925740834835
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,8,8,1,132,0,0.0030968276330205643,5547.570359039714
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,8,8,0,0,0,0.0781319341698631,219.8828093344013
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,4,8,8,1,132,1,3.7851840257644653,4.538714384046443
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,4,8,0,0,0,0.06882116932135363,249.630591188887
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,4,8,1,132,0,0.003107649155712703,5528.252490284733
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,4,8,0,0,0,0.06877489227515,249.79856188313497
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,8,8,0,0,0,0.0801930658519268,214.23135531096818
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,8,8,1,132,0,0.0031120695922847675,5520.400066435266
ws,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,8,8,0,0,0,0.08016786870897794,214.29868924625706
persistent,"n,n,n//8",4096,4096,512,bf16,128,128,64,5,8,8,1,132,1,3.932207942008972,4.36901339841727
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,4,8,0,0,0,0.06254258845001459,274.69072850623263
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,4,8,1,132,0,0.0030984348293555818,5544.692765919205
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,4,8,0,0,0,0.06239529441603843,275.3391797376309
